English,Tunisian
It's a constant struggle. Can you please follow up with the procurement department again? Emphasize the urgency.,ديما صداع. تنجم بالله تعاود تتبّع مع قسم الشراءات؟ أكّدلهم اللّي الموضوع مستعجل برشة.
The engineer just called. He wants to increase the spacing on the top layer of rebar to 20 centimeters. Make sure your team adjusts.,المهندس توّا كلّمني. يحبّ يكبّر المسافة في الطبقة الفوقانية متاع حديد التسليح لـ 20 سانتي. تأكّد اللي التيم متاعك يطبّق التعديل.
"Okay, 20 centimeters for the top layer. I'll go tell them to change it now.",أوكي، 20 سانتي للطبقة الفوقانية. تاو نمشي نقوللهم يبدّلوها.
"Madam Director, I just wanted to thank you again.",مدام المديرة، حبيت برك نعاود نشكرك.
"You are very welcome, sir, but for what specifically?",مرحبا بيك برشا سيّدي، أما على شنو بالضبط؟
For how you handled the issue with my son last month. He's been so much happier coming to school since you intervened.,على كيفاش تصرّفت فالمشكل مع ولدي الشهر اللي فات. من وقت اللي تدخّلت ولّى يجي للمدرسة فرحان برشة.
I am so relieved to hear that. It's our duty to ensure every child feels safe and happy here. Thank you for telling me.,رتحت برشة كي سمعت هكا. هذا واجبنا باش نضمنو كلّ صغير يحسّ بالأمان وفرحان هوني. يعطيك الصحّة اللي قلتلي.
"The olive harvest is almost upon us. It's a huge job this year, praise be to God.",موسم جني الزّيتون قرّب علينا. خدمة كبيرة برشة العام هذا، الحمد لله.
"It is. I'm starting next week. Once I finish my first plot, I can come give you a hand for a day or two.",إي، صحيح. باش نبدأ السيمانة الجاية. كيف نكمّل أوّل parcelle، نجم نجي نعطيك يدّ نهار ولا نهارين.
May you be rewarded. And I will do the same for you. Many hands make light work.,ربي يجزاك بالخير. و أنا زادة نردّهالك. برشة يدين تخلّي الخدمة خفيفة.
Exactly. We're in this together.,بالضبط. رانا فيها مع بعضنا.
"You have to look closely at the base of the fronds. If you see something that looks like sawdust, that's a bad sign.",يلزمك تتفقد مليح في منبت السعف. كان تشوف حاجة تشبه لنشارة متاع الخشب، راهي علامة خايبة.
"And the holes in the trunk, right? I've also heard the top leaves start to droop and turn yellow.",وحتى الثقوب في الجدع، صحّ؟ وزادة سمعت اللي الوراق الفوقانيين يبدّاو يتدلّاو ويصفرّو.
"Exactly. Once you see that, the damage is already severe inside.",بالضبط. كي تشوف هذاك، التلف ديجا كبير برشة من داخل.
I'm considering a large real estate investment and may need financing. Are your credit solutions different from a standard bank loan?,Tunisian: قاعد نفكّر في استثمار كبير في العقّارات، وينجم يلزمني تمويل. حلول الكريدي متاعكم يختلفو على قرض بنكي عادي؟
"Yes, they are. We can structure flexible credit solutions, such as Lombard loans, using your existing investment portfolio as collateral, often with more favorable terms.",إي، صحيح. نجمو نركّبو solutions de crédit فليكسيبل، كيما كريدي Lombard، ونستعملو الportefeuille d'investissement اللي عندك كضمان، وبرشا مرّات بشروط أحسن.
"Okay, let's sort out next week's schedule. I need to take Thursday afternoon off for an appointment.",تونسية: أوكي، خلّينا ننظّمو البلانينغ متاع الأسبوع الجاي. لازمني ناخو كونجي نهار الخميس العشية على خاطر عندي رونديفو.
"No problem, I can cover the afternoon shift. Can you take my Tuesday morning in return? I need to be at the ministry for some paperwork.",ما فيها حتى مشكل، نجم نخدم نوبة العشية. بالمقابل تنجم تعوّضني صباح نهار الثلاث؟ لازمني نكون في الوزارة باش نقضي شوية أوراق.
"Yes, that works perfectly for me. So, I'll take Tuesday morning, and you take Thursday afternoon. Agreed.",إي، هذا يمشيلّي قدّ قدّ. دونك، أنا ناخو الصباح نهار الثلاث، وإنتي تاخو العشية نهار الخميس. متّفقين.
"Sir, I received my preliminary university orientation score, but I'm completely lost about what to choose.",سيدي، جاتني النتيجة الأوّلية متاع التوجيه الجامعي، أمّا تايه بالكلّ وما نعرش شنّو نختار.
"Let's look at your options. What are you passionate about, aside from your grades? What do you actually enjoy studying?",خلّينا نشوفو الoptions متاعك. شنوّا أكثر حاجة تعشقها بخلاف نقاطك؟ بالحقّ شنوّا تحبّ تقرا وتستمتع بيه؟
"I really like computer science, but my parents think preparatory engineering is a safer path.",نحب برشة الانفورماتيك، اما والديّا يراو اللي الـprépa ingénieur هي طريق أضمن.
Both are excellent fields with good prospects. Let's compare the curriculum for both paths. The final decision has to be one you are happy with.,الزوز مجالات باهين برشة وعندهم آفاق باهية. خلّينا نقارنو الprogramme متاع القراية للخيارين. القرار النهائي يلزم يكون اللي إنت راضي عليه ومقتنع بيه.
"I'm worried about Kenza's state of mind for the Baccalaureate. She knows the material, but she panics under pressure.",أنا مقلّق على الحالة النفسيّة متاع كنزة بالنسبة للباك. هي فاهمة القراية، أمّا تتربّك تحت الضغط.
I see the same thing in class. She avoids eye contact when I ask questions. I will start asking her questions I know she can answer to help build her up.,نشوف نفس الحاجة في الكلاس. كي نطرح أسئلة، تشيّح بعينيها. باش نبدا نسألها أسئلة نعرف اللّي تنجم تجاوب عليهم باش نقوّي ثقتها في روحها.
"That is a wonderful idea. I will do the same, and we'll spend our last session reviewing her strongest topics to boost her confidence.",فكّرة باهية برشة. أنا زادة باش نعمل نفس الشي، ونعدّيو آخر سيانس نراجعو فيها أقوى المواضيع متاعها باش نقوّيو ثقتها في روحها.
"Excellent. With a combined effort, we can help her go into the exam feeling prepared and capable.",بهّي برشة. كي نخدمو مع بعضنا، نجمو نعاونوها تدخل للامتحان وهي حاسّة بروحها مستعدّة وقدّها.
"I remember a few years ago, buyers would fight over our harvest. We'd sell out before noon.",نتفكّر من قبل شوية سنين، الشرّاية كانو يتعاركوا على صابتنا. كنّا نبيعوها الكل قبل نص النهار.
